id,ts,name,beschreibung,typ,amount,balance,debit,Startsaldo,8200
0,25.03.2023,Einkommen,Gehalt,1,11522,13560.92,1,,
0,25.03.2023,Einkommen,Spesen,1,400,13960.92,1,,
0,27.03.2023,Zahlungen ende Monat,HH-Geld,1,-1500,12460.92,0,,
0,27.03.2023,Zahlungen ende Monat,Hypo RB,1,-820,11640.92,0,,
0,27.03.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,11291.42,0,,
0,27.03.2023,Zahlungen ende Monat,Swisscom Home,1,-164,11127.42,0,,
0,27.03.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,11087.42,0,,
0,27.03.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,11047.42,0,,
0,27.03.2023,Zahlungen ende Monat,Steuern,1,-3597,7450.42,0,,
0,27.03.2023,Zahlungen ende Monat,FGG,1,-1800,5650.42,0,,
0,27.03.2023,Zahlungen ende Monat,Viseca,1,-1300,4350.42,0,,
0,10.04.2023,Zahlungen anfangs Monat,Diverses,1,-787.5,3562.92,0,,
0,10.04.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,2827.62,0,,
0,10.04.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,1827.62,0,,
0,25.04.2023,Einkommen,Gehalt,1,11522,13349.62,1,,
0,25.04.2023,Einkommen,Spesen,1,540,13889.62,1,,
0,25.04.2023,Einkommen,Bonus,1,27000,40889.62,1,,
0,27.04.2023,Zahlungen ende Monat,HH-Geld,1,-1500,39389.62,0,,
0,27.04.2023,Zahlungen ende Monat,Hypo RB,1,-820,38569.62,0,,
0,27.04.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,38220.12,0,,
0,27.04.2023,Zahlungen ende Monat,Swisscom Home,1,-164,38056.12,0,,
0,27.04.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,38016.12,0,,
0,27.04.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,37976.12,0,,
0,27.04.2023,Zahlungen ende Monat,SAK,1,-748,37228.12,0,,
0,27.04.2023,Zahlungen ende Monat,Ferien,1,-1144,36084.12,0,,
0,27.04.2023,Zahlungen ende Monat,Vers. AXA,1,-402.1,35682.02,0,,
0,27.04.2023,Zahlungen ende Monat,Viseca,1,-842.25,34839.77,0,,
0,10.05.2023,Zahlungen anfangs Monat,Diverses,1,-4507.4,30332.37,0,,
0,10.05.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,29597.07,0,,
0,10.05.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,28597.07,0,,
0,25.05.2023,Einkommen,Gehalt,1,11522,40119.07,1,,
0,25.05.2023,Einkommen,Spesen,1,400,40519.07,1,,
0,27.05.2023,Zahlungen ende Monat,HH-Geld,1,-1500,39019.07,0,,
0,27.05.2023,Zahlungen ende Monat,Hypo RB,1,-820,38199.07,0,,
0,27.05.2023,Zahlungen ende Monat,Fz-Vers. AXA,1,-197.5,38001.57,0,,
0,27.05.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,37652.07,0,,
0,27.05.2023,Zahlungen ende Monat,Swisscom Home,1,-164,37488.07,0,,
0,27.05.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,37448.07,0,,
0,27.05.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,37408.07,0,,
0,27.05.2023,Zahlungen ende Monat,SAK,1,-1846.25,35561.82,0,,
0,27.05.2023,Zahlungen ende Monat,Steuern,1,-22000,13561.82,0,,
0,27.05.2023,Zahlungen ende Monat,Freizeit / Sport,1,-970,12591.82,0,,
0,27.05.2023,Zahlungen ende Monat,Viseca,1,-1500,11091.82,0,,
0,10.06.2023,Zahlungen anfangs Monat,Diverses,1,-444.98,10646.84,0,,
0,10.06.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,9911.54,0,,
0,10.06.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,8911.54,0,,
0,25.06.2023,Einkommen,Gehalt,1,11522,20433.54,1,,
0,25.06.2023,Einkommen,Spesen,1,400,20833.54,1,,
0,27.06.2023,Zahlungen ende Monat,HH-Geld,1,-1500,19333.54,0,,
0,27.06.2023,Zahlungen ende Monat,Hypo RB,1,-820,18513.54,0,,
0,27.06.2023,Zahlungen ende Monat,Fz-Vers. AXA,1,-377.05,18136.49,0,,
0,27.06.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,17786.99,0,,
0,27.06.2023,Zahlungen ende Monat,Swisscom Home,1,-164,17622.99,0,,
0,27.06.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,17582.99,0,,
0,27.06.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,17542.99,0,,
0,27.06.2023,Zahlungen ende Monat,SAK,1,-748,16794.99,0,,
0,27.06.2023,Zahlungen ende Monat,Wasser,1,-647.5,16147.49,0,,
0,27.06.2023,Zahlungen ende Monat,Viseca,1,-1000,15147.49,0,,
0,10.07.2023,Zahlungen anfangs Monat,Diverses,1,-1819.68,13327.81,0,,
0,10.07.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,12592.51,0,,
0,10.07.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,11592.51,0,,
0,25.07.2023,Einkommen,Gehalt,1,11522,23114.51,1,,
0,25.07.2023,Einkommen,Spesen,1,400,23514.51,1,,
0,27.07.2023,Zahlungen ende Monat,HH-Geld,1,-1500,22014.51,0,,
0,27.07.2023,Zahlungen ende Monat,Hypo RB,1,-820,21194.51,0,,
0,27.07.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,20845.01,0,,
0,27.07.2023,Zahlungen ende Monat,Swisscom Home,1,-164,20681.01,0,,
0,27.07.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,20641.01,0,,
0,27.07.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,20601.01,0,,
0,27.07.2023,Zahlungen ende Monat,Ferien,1,-3000,17601.01,0,,
0,27.07.2023,Zahlungen ende Monat,Freizeit / Sport,1,-720,16881.01,0,,
0,27.07.2023,Zahlungen ende Monat,Vers. AXA,1,-700,16181.01,0,,
0,27.07.2023,Zahlungen ende Monat,Viseca,1,-1000,15181.01,0,,
0,10.08.2023,Zahlungen anfangs Monat,Diverses,1,-11000,4181.01,0,,
0,10.08.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,3445.71,0,,
0,10.08.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,2445.71,0,,
0,25.08.2023,Einkommen,Gehalt,1,11522,13967.71,1,,
0,25.08.2023,Einkommen,Spesen,1,400,14367.71,1,,
0,27.08.2023,Zahlungen ende Monat,HH-Geld,1,-1500,12867.71,0,,
0,27.08.2023,Zahlungen ende Monat,Hypo RB,1,-820,12047.71,0,,
0,27.08.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,11698.21,0,,
0,27.08.2023,Zahlungen ende Monat,Swisscom Home,1,-164,11534.21,0,,
0,27.08.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,11494.21,0,,
0,27.08.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,11454.21,0,,
0,27.08.2023,Zahlungen ende Monat,SAK,1,-1362.45,10091.76,0,,
0,27.08.2023,Zahlungen ende Monat,Steuern,1,-2336.9,7754.86,0,,
0,27.08.2023,Zahlungen ende Monat,Viseca,1,-2791,4963.86,0,,
0,10.09.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,4228.56,0,,
0,10.09.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,3228.56,0,,
0,25.09.2023,Einkommen,Gehalt,1,11522,14750.56,1,,
0,25.09.2023,Einkommen,Spesen,1,400,15150.56,1,,
0,27.09.2023,Zahlungen ende Monat,HH-Geld,1,-1500,13650.56,0,,
0,27.09.2023,Zahlungen ende Monat,Hypo RB,1,-820,12830.56,0,,
0,27.09.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,12481.06,0,,
0,27.09.2023,Zahlungen ende Monat,Swisscom Home,1,-164,12317.06,0,,
0,27.09.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,12277.06,0,,
0,27.09.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,12237.06,0,,
0,27.09.2023,Zahlungen ende Monat,Freizeit / Sport,1,-347.15,11889.91,0,,
0,27.09.2023,Zahlungen ende Monat,Vers. AXA,1,-735.55,11154.36,0,,
0,27.09.2023,Zahlungen ende Monat,Diverses,1,-1606,9548.36,0,,
0,27.09.2023,Zahlungen ende Monat,Viseca,1,-1000,8548.36,0,,
0,10.10.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,7813.06,0,,
0,10.10.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,6813.06,0,,
0,25.10.2023,Einkommen,Gehalt,1,11522,18335.06,1,,
0,25.10.2023,Einkommen,Spesen,1,400,18735.06,1,,
0,27.10.2023,Zahlungen ende Monat,HH-Geld,1,-1500,17235.06,0,,
0,27.10.2023,Zahlungen ende Monat,Hypo RB,1,-820,16415.06,0,,
0,27.10.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,16065.56,0,,
0,27.10.2023,Zahlungen ende Monat,Swisscom Home,1,-164,15901.56,0,,
0,27.10.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,15861.56,0,,
0,27.10.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,15821.56,0,,
0,27.10.2023,Zahlungen ende Monat,SAK,1,-748,15073.56,0,,
0,27.10.2023,Zahlungen ende Monat,Vorsorge,1,-20000,-4926.44,0,,
0,27.10.2023,Zahlungen ende Monat,Viseca,1,-1000,-5926.44,0,,
0,10.11.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,-6661.74,0,,
0,10.11.2023,Zahlungen anfangs Monat,Taschengeld,1,-1000,-7661.74,0,,
0,25.11.2023,Einkommen,Gehalt,1,11522,3860.26,1,,
0,25.11.2023,Einkommen,Spesen,1,400,4260.26,1,,
0,27.11.2023,Zahlungen ende Monat,HH-Geld,1,-1500,2760.26,0,,
0,27.11.2023,Zahlungen ende Monat,Hypo RB,1,-820,1940.26,0,,
0,27.11.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,1590.76,0,,
0,27.11.2023,Zahlungen ende Monat,Swisscom Home,1,-164,1426.76,0,,
0,27.11.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,1386.76,0,,
0,27.11.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,1346.76,0,,
0,27.11.2023,Zahlungen ende Monat,Vorsorge,1,-6883,-5536.24,0,,
0,27.11.2023,Zahlungen ende Monat,Viseca,1,-1000,-6536.24,0,,
0,10.12.2023,Zahlungen anfangs Monat,SWICA Familie,1,-735.3,-7271.54,0,,
0,10.12.2023,Zahlungen anfangs Monat,Taschengeld,1,-2000,-9271.54,0,,
0,25.12.2023,Einkommen,Gehalt,1,11522,2250.46,1,,
0,25.12.2023,Einkommen,Spesen,1,400,2650.46,1,,
0,27.12.2023,Zahlungen ende Monat,HH-Geld,1,-1500,1150.46,0,,
0,27.12.2023,Zahlungen ende Monat,Hypo RB,1,-820,330.46,0,,
0,27.12.2023,Zahlungen ende Monat,AXA Gesundheit,1,-349.5,-19.04,0,,
0,27.12.2023,Zahlungen ende Monat,Swisscom Home,1,-164,-183.04,0,,
0,27.12.2023,Zahlungen ende Monat,Swisscom Patrick,1,-40,-223.04,0,,
0,27.12.2023,Zahlungen ende Monat,Swisscom Geenie,1,-40,-263.04,0,,
0,27.12.2023,Zahlungen ende Monat,SAK,1,-748,-1011.04,0,,
0,27.12.2023,Zahlungen ende Monat,Viseca,1,-1000,-2011.04,0,,
